  Ref #,Carrier,Service Level,Tracking #,Status,Ship Date,Location,To ID,To Company,Discounted Cost,Published Cost,Marked Up Cost,Payment Type,Shipment Type,Delivery Status,Last Updated By,Last Updated Date,Comments
Unknown,USF Holland,Standard,20000116808508194,shipped,2023-04-07 07:00:20,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2023-04-07 12:30:20,0
Unknown,USF Holland,Standard,20000116808507726,shipped,2023-04-07 06:59:33,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2023-04-07 12:29:33,0
Unknown,USF Holland,Standard,20000116808503666,shipped,2023-04-07 06:52:47,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2023-04-07 12:22:47,0
Unknown,USF Holland,Standard,20000116808501205,shipped,2023-04-07 06:48:44,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,collect,Outbound,pending,Piyovi Dev,2023-04-07 12:18:44,0
3452347,USF Holland,Standard,20000116807973626,canceled,2023-04-06 16:09:27,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2023-04-07 21:03:00,0
Unknown,DHL,EXPRESS 10:30(TDM),Unknown,draft,2023-04-06 10:11:34,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-06 15:44:39,0
Unknown,USF Holland,Standard,20000116807755963,canceled,2023-04-06 10:06:41,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-06 18:31:53,0
Unknown,USF Holland,Standard,20000116807731290,shipped,2023-04-06 09:25:34,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-06 14:55:34,0
Unknown,USF Holland,Standard,20000116807612334,shipped,2023-04-06 06:07:18,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-06 11:37:18,0
Unknown,USF Holland,Standard,20000116807589470,shipped,2023-04-06 05:29:12,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-06 10:59:12,0
3452360-1,SAIA,Standard,99999999999,shipped,2023-04-07 16:10:18,Unknown,TX01,F Transport,487.27,487.27,0.0,sender,Outbound,pending,Piyovi Dev,2023-04-07 21:40:18,0
3452360,USF Holland,Standard,20000116807212074,canceled,2023-04-05 19:00:12,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-06 00:31:47,0
3452360,USF Holland,Standard,20000116807077921,canceled,2023-04-05 15:16:36,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-06 00:29:38,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-04-05 15:14:58,NA Spare Parts,AID449899541,Rogers Corp,143.49,144.94,177.84,sender,Unknown,pending,Piyovi Dev,2023-04-07 20:23:03,0
3452350,USF Holland,Standard,20000116807047773,canceled,2023-04-05 14:26:21,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-07 20:17:09,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-04-04 18:39:01,NA Spare Parts,AID672847499,Deutsches Museum,459.72,464.36,525.69,sender,Unknown,pending,Piyovi Dev,2023-04-05 19:56:52,0
3452360,USF Holland,Standard,20000116806333202,canceled,2023-04-04 18:35:26,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-05 19:54:49,0
3452347,FedEx Freight,FedEx Freight Economy,794625088480,canceled,2023-04-04 18:34:06,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-05 00:07:30,0
3452347,FedEx Freight,FedEx Freight Economy,794625087071,canceled,2023-04-04 18:31:03,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-05 00:03:09,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-04-04 18:27:11,NA Spare Parts,AID449899541,Rogers Corp,215.91,218.09,257.5,sender,Unknown,pending,Piyovi Dev,2023-04-05 19:54:25,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-04-04 18:05:01,NA Spare Parts,AID449899541,Rogers Corp,143.49,144.94,177.84,sender,Unknown,pending,Piyovi Dev,2023-04-04 23:35:08,0
3452360,USF Holland,Standard,20000116805435861,canceled,2023-04-03 17:39:53,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-04 21:25:44,0
Unknown,USF Holland,Standard,20000116802825255,shipped,2023-03-31 17:08:52,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-31 22:38:52,0
TestBroker1,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2023-03-31 12:06:30,NA Spare Parts,44561,B & B GATES AND SUPPLY,49.16,49.66,74.08,sender,Unknown,pending,Piyovi Dev,2023-03-31 17:36:30,0
Unknown,Unknown,Unknown,Unknown,draft,2023-03-29 18:26:07,NA Spare Parts,Unknown,7 Dover Dr,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-29 23:56:47,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-29 17:44:50,NA Spare Parts,AID449899541,Rogers Corp,279.33,282.15,327.26,sender,Unknown,pending,Piyovi Dev,2023-04-04 21:24:38,0
3452350,FedEx,FedEx 2 Day,794623647494,canceled,2023-03-29 18:02:41,NA Spare Parts,AID449899541,Rogers Corp,147.35,147.35,175.14,sender,Unknown,pending,Piyovi Dev,2023-04-04 21:25:59,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-29 17:50:16,NA Spare Parts,AID672847499,Deutsches Museum,462.65,467.32,528.92,sender,Unknown,pending,Piyovi Dev,2023-03-29 23:21:18,0
3452347,FedEx Freight,FedEx Freight Economy,794623640765,canceled,2023-03-29 17:48:06,NA Spare Parts,AID449899541,Rogers Corp,1620.1,1620.1,1863.12,sender,Unknown,pending,Piyovi Dev,2023-04-04 23:58:25,0
3452360,USF Holland,Standard,20000116801104762,canceled,2023-03-29 17:21:17,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-04-03 23:09:36,0
3452360,ESTES,Standard,161-8050018,canceled,2023-03-29 17:19:04,NA Spare Parts,AID449899541,Rogers Corp,229.14,229.14,263.51,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:50:22,0
3452360U,USF Holland,Standard,20000116801127545,shipped,2023-03-29 17:59:17,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-29 23:29:17,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-29 17:09:59,NA Spare Parts,AID449899541,Rogers Corp,158.1,159.7,193.91,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:58:19,0
3452350,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-29 17:09:46,NA Spare Parts,AID449899541,Rogers Corp,19.82,20.02,41.8,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:55:41,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-29 17:09:26,NA Spare Parts,AID672847499,Deutsches Museum,462.65,467.32,528.92,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:54:17,0
3452360,USF Holland,Standard,20000116801097154,canceled,2023-03-29 17:08:40,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:38:47,0
3452347,FedEx Freight,FedEx Freight Economy,794623628580,canceled,2023-03-29 16:56:56,NA Spare Parts,AID449899541,Rogers Corp,1620.1,1620.1,1863.12,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:27:09,0
3452360,USF Holland,Standard,20000116801084355,canceled,2023-03-29 16:47:19,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:17:38,0
Unknown,N&M Transfer,Standard,20000116800732502,draft,2023-03-29 06:59:57,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-29 12:30:50,0
Unknown,USF Holland,Standard,20000116800656692,canceled,2023-03-29 04:54:33,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-29 10:24:42,0
Unknown,USF Holland,Unknown,20000116800870870,shipped,2023-03-29 05:21:38,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-29 10:51:38,0
Unknown,USF Holland,Unknown,20000116800636672,shipped,2023-03-29 04:21:11,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-29 09:51:11,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-28 20:21:59,NA Spare Parts,AID672847499,Deutsches Museum,462.65,467.32,528.92,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:15:13,0
3452347,FedEx Freight,FedEx Freight Economy,794623366675,canceled,2023-03-28 20:20:56,NA Spare Parts,AID449899541,Rogers Corp,768.99,768.99,884.34,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:14:53,0
3452360,USF Holland,Standard,20000116800346964,canceled,2023-03-28 20:18:22,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:01:03,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-28 20:16:57,NA Spare Parts,AID449899541,Rogers Corp,235.5,237.88,279.05,sender,Unknown,pending,Piyovi Dev,2023-03-29 22:15:29,0
test123,FedEx Freight,FedEx Freight Economy,794623250489,shipped,2023-03-28 11:18:16,NA Spare Parts,44561,B & B GATES AND SUPPLY,1553.63,1553.63,1786.67,sender,Unknown,pending,Piyovi Dev,2023-03-28 16:48:16,0
test,FedEx Freight,FedEx Freight Economy,794623242127,shipped,2023-03-28 10:34:55,NA Spare Parts,44561,B & B GATES AND SUPPLY,1312.99,1312.99,1509.94,sender,Unknown,pending,Piyovi Dev,2023-03-28 16:04:55,0
Unknown,FedEx,Fedex Ground,794623235640,shipped,2023-03-28 09:49:20,NA Spare Parts,51603,ALLEN FARMS,70.05,70.05,91.65,sender,Unknown,pending,Piyovi Dev,2023-03-28 15:19:20,0
Unknown,USF Holland,Standard,USF100002335,shipped,2023-03-27 13:39:50,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-27 19:09:50,0
Unknown,CrossCountry Freight,Standard,20000116799228180,draft,2023-03-27 13:11:53,Spare Parts,28677,AKINS MARKFIVE MILE FARM,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-27 18:43:38,0
Unknown,USF Holland,Standard,USF100002324,shipped,2023-03-27 13:01:33,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-27 18:31:33,0
Unknown,A. Duie Pyle,Standard,20000116799034501,draft,2023-03-27 07:49:33,NA Spare Parts,51603,ALLEN FARMS,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-27 13:20:50,0
Unknown,USF Holland,Standard,USF100002313,canceled,2023-03-27 06:51:58,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-27 12:22:37,0
Unknown,USF Holland,Standard,USF100002302,shipped,2023-03-27 06:32:15,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-27 12:02:15,0
Unknown,Unknown,Unknown,Unknown,draft,2023-03-27 05:44:43,NA Spare Parts,51603,ALLEN FARMS,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-27 11:16:32,0
Unknown,CrossCountry Freight,Standard,20000116798951352,draft,2023-03-27 05:29:50,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-27 11:02:15,0
Unknown,RL,Standard,WN4958352,shipped,2023-03-27 05:28:18,NA Spare Parts,43503,AGRI FLEET INC,379.0,379.0,435.85,sender,Unknown,pending,Piyovi Dev,2023-03-27 10:58:18,0
Unknown,RL,Standard,WN4958325,shipped,2023-03-27 05:21:20,NA Spare Parts,51603,ALLEN FARMS,401.13,401.13,461.3,sender,Unknown,pending,Piyovi Dev,2023-03-27 10:51:20,0
Unknown,FedEx,Fedex Ground,794622775549,shipped,2023-03-27 01:57:22,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,70.05,70.05,91.65,sender,Unknown,pending,Piyovi Dev,2023-03-27 07:27:22,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-28 18:22:06,NA Spare Parts,AID672847499,Deutsches Museum,462.65,467.32,528.92,sender,Unknown,pending,Piyovi Dev,2023-03-28 23:52:21,0
3452348,UPS,UPS Worldwide Express,Unknown,canceled,2023-03-25 14:20:49,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,20.0,sender,Unknown,pending,Piyovi Dev,2023-03-26 08:22:36,0
Unknown,FedEx,FedEx International Economy,Unknown,draft,2023-03-25 14:14:52,NA Spare Parts,51603,ALLEN FARMS,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-25 19:48:35,0
Unknown,FedEx,Fedex Ground,794622635873,shipped,2023-03-25 14:14:55,NA Spare Parts,43503,AGRI FLEET INC,48.0,48.0,67.84,sender,Unknown,pending,Piyovi Dev,2023-03-25 19:44:55,0
Unknown,FedEx,Fedex Ground,794622635461,shipped,2023-03-25 14:12:15,NA Spare Parts,43503,AGRI FLEET INC,48.0,48.0,67.84,sender,Unknown,pending,Piyovi Dev,2023-03-25 19:42:15,0
Unknown,FedEx,Fedex Ground,794622511038,shipped,2023-03-24 17:37:02,NA Spare Parts,22351,3 D DAIRY LLC,23.43,23.43,41.3,sender,Unknown,pending,Piyovi Dev,2023-03-24 23:07:02,0
Unknown,USF Holland,Standard,USF100002291,shipped,2023-03-24 16:40:07,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-24 22:10:07,0
Unknown,USF Holland,Standard,USF100002280,shipped,2023-03-24 16:37:00,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-24 22:07:00,0
Unknown,USF Holland,Standard,USF100002276,canceled,2023-03-24 16:23:10,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-24 21:54:02,0
Unknown,FedEx,Fedex Ground,794622432743,shipped,2023-03-24 15:08:50,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,70.05,70.05,91.65,sender,Unknown,pending,Piyovi Dev,2023-03-24 20:38:50,0
Unknown,FedEx,Fedex International Priority Freight,Unknown,draft,2023-03-24 10:35:47,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-24 16:06:06,0
TestFF1,FedEx,FedEx 1 Day Freight,794622281790,shipped,2023-03-24 10:29:57,NA Spare Parts,43096,AG SPECIALISTS INC KIM ALVAREZ,3076.0,3076.0,3338.08,sender,Unknown,pending,Piyovi Dev,2023-03-24 15:59:57,0
Unknown,UPS,UPS Worldwide Express,Unknown,draft,2023-03-24 05:51:54,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-24 11:23:19,0
3452348,Nippon Express,Unknown,20000116796375116,canceled,2023-03-24 05:58:35,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-25 19:49:25,0
3452345,FedEx,FedEx 2 Day,794622113588,canceled,2023-03-24 04:09:33,NA Spare Parts,AID449899541,Rogers Corp,239.62,239.62,274.79,sender,Unknown,pending,Piyovi Dev,2023-03-27 12:37:50,0
Unknown,UPS,UPS 3 Day Select,1ZXXXXXXXXXXXXXXXX,shipped,2023-03-24 04:07:09,NA Spare Parts,51654,ALLENWAITE FARMS INC.,240.59,243.02,284.65,sender,Unknown,pending,Piyovi Dev,2023-03-24 09:37:09,0
Unknown,FedEx,FedEx 2 Day,794622112813,shipped,2023-03-24 04:05:03,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,405.7,405.7,454.16,sender,Unknown,pending,Piyovi Dev,2023-03-24 09:35:03,0
3452360,USF Holland,Standard,USF100002265,canceled,2023-03-24 00:09:32,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-28 23:50:13,0
3452351,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-24 00:07:59,NA Spare Parts,AID449899541,Rogers Corp,38.45,38.84,62.3,sender,Unknown,pending,Piyovi Dev,2023-03-28 23:49:50,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-23 16:45:57,NA Spare Parts,AID672847499,Deutsches Museum,467.52,472.24,534.27,sender,Unknown,pending,Piyovi Dev,2023-03-24 05:11:44,0
3452360,USF Holland,Standard,USF100002243,canceled,2023-03-23 16:36:42,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-24 05:10:55,0
3452347,FedEx Freight,FedEx Freight Economy,794621837967,canceled,2023-03-23 16:35:29,NA Spare Parts,AID449899541,Rogers Corp,3382.23,3382.23,3889.56,sender,Unknown,pending,Piyovi Dev,2023-03-24 05:10:40,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-23 16:25:18,NA Spare Parts,AID449899541,Rogers Corp,295.71,298.7,345.28,sender,Unknown,pending,Piyovi Dev,2023-03-24 05:10:25,0
3452360,USF Holland,Standard,USF100002232,canceled,2023-03-22 17:43:45,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-23 06:18:52,0
3452347,FedEx Freight,FedEx Freight Economy,794621254390,canceled,2023-03-22 17:39:24,NA Spare Parts,AID449899541,Rogers Corp,1756.98,1756.98,2020.53,sender,Unknown,pending,Piyovi Dev,2023-03-23 06:18:23,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-22 17:34:54,NA Spare Parts,AID672847499,Deutsches Museum,467.52,472.24,534.27,sender,Unknown,pending,Piyovi Dev,2023-03-23 06:19:29,0
3452345,RL,Guaranteed by 12 Noon,WN4635027,canceled,2023-03-22 16:40:34,NA Spare Parts,AID449899541,Rogers Corp,713.0,713.0,819.95,sender,Unknown,pending,Piyovi Dev,2023-03-24 09:38:49,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-22 17:31:35,NA Spare Parts,AID752821231,Knightriders,321.43,324.68,373.57,sender,Unknown,pending,Piyovi Dev,2023-03-23 06:17:20,0
3452345,RL,Guaranteed by 12 Noon,WN4590315,canceled,2023-03-22 13:38:37,NA Spare Parts,AID449899541,Rogers Corp,713.0,713.0,819.95,sender,Unknown,pending,Piyovi Dev,2023-03-22 22:09:26,0
Unknown,ESTES,Guaranteed Exclusive Use,Unknown,draft,2023-03-22 13:14:09,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-22 19:04:36,0
Unknown,USF Holland,Standard,USF100002221,shipped,2023-03-22 11:27:15,NA Spare Parts,22374,ALLEN WEAVER,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-22 16:57:15,0
Unknown,USF Holland,Standard,USF100002210,canceled,2023-03-22 11:22:02,NA Spare Parts,51603,ALLEN FARMS,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-22 16:52:44,0
Unknown,USF Holland,Standard,USF100002195,draft,2023-03-22 11:03:43,NA Spare Parts,43097,AITKIN PET AND FARM SUPPLY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-22 16:38:02,0
3452345,FedEx,Fedex Ground,794621145624,canceled,2023-03-22 13:36:58,NA Spare Parts,AID449899541,Rogers Corp,51.88,51.88,72.03,sender,Unknown,pending,Piyovi Dev,2023-03-22 19:07:34,0
Unknown,ESTES,Guaranteed by 12 Noon,Unknown,draft,2023-03-22 09:37:49,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-22 15:15:23,0
Unknown,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2023-03-22 09:35:24,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,77.6,78.38,105.36,sender,Unknown,pending,Piyovi Dev,2023-03-22 15:05:24,0
Unknown,FedEx,Fedex Ground,794621054567,shipped,2023-03-22 09:30:33,NA Spare Parts,43097,AITKIN PET AND FARM SUPPLY,57.11,57.11,77.68,sender,Unknown,pending,Piyovi Dev,2023-03-22 15:00:33,0
3452347DGLTL1,FedEx Freight,FedEx Freight Economy,794621233049,shipped,2023-03-22 16:34:31,NA Spare Parts,AID449899541,Rogers Corp,1290.59,1290.59,1484.18,sender,Unknown,pending,Piyovi Dev,2023-03-22 22:04:31,0
3452351DGAIR,FedEx,FedEx 2 Day,794621256999,shipped,2023-03-22 17:48:01,NA Spare Parts,AID449899541,Rogers Corp,206.04,206.04,238.52,sender,Unknown,pending,Piyovi Dev,2023-03-22 23:18:01,0
3452351DG1,FedEx,Fedex Ground,794620990791,canceled,2023-03-22 05:41:42,NA Spare Parts,AID449899541,Rogers Corp,92.24,92.24,115.62,sender,Unknown,pending,Piyovi Dev,2023-03-22 11:12:15,0
3452351DG,FedEx,FedEx 2 Day,794620987832,canceled,2023-03-22 05:01:20,NA Spare Parts,AID449899541,Rogers Corp,174.16,174.16,204.09,sender,Unknown,pending,Piyovi Dev,2023-03-22 11:12:57,0
3452351FADG,UPS,UPS Next Day Air Saver,Unknown,draft,2023-03-22 04:49:14,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-22 10:19:55,0
Unknown,FedEx,FedEx International Economy,Unknown,draft,2023-03-21 17:59:08,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-21 23:51:17,0
3452346,AAA Cooper,Standard,638164602,canceled,2023-04-07 10:31:02,Unknown,70100,F Transport,634.7,634.7,0.0,sender,Outbound,pending,Piyovi Dev,2023-04-12 21:50:37,0
3452346,FedEx,FedEx International Economy,794620870661,canceled,2023-03-21 17:46:24,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,16.0,sender,Unknown,pending,Piyovi Dev,2023-03-21 23:17:05,0
Unknown,FedEx,FedEx International Economy,Unknown,draft,2023-03-21 17:28:32,NA Spare Parts,43503,AGRI FLEET INC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-21 23:02:34,0
3452346,FedEx,FedEx International Economy,794620869841,canceled,2023-03-21 17:43:49,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,16.0,sender,Unknown,pending,Piyovi Dev,2023-03-21 23:14:16,0
Unknown,USF Holland,Standard,USF100002162,shipped,2023-03-21 16:53:09,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-21 22:23:09,0
3452346,FedEx,FedEx International Economy,794620852662,canceled,2023-03-21 16:41:23,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,16.0,sender,Unknown,pending,Piyovi Dev,2023-03-21 22:44:46,0
3452346,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-21 16:34:21,NA Spare Parts,AID672847499,Deutsches Museum,1027.7,1038.08,1150.47,sender,Unknown,pending,Piyovi Dev,2023-03-21 22:06:29,0
3452347,FedEx Freight,FedEx Freight Economy,794620849997,canceled,2023-03-21 16:33:10,NA Spare Parts,AID449899541,Rogers Corp,1655.1,1655.1,1903.36,sender,Unknown,pending,Piyovi Dev,2023-03-21 22:03:25,0
Unknown,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2023-03-21 16:22:10,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,77.6,78.38,105.36,sender,Unknown,pending,Piyovi Dev,2023-03-21 21:52:10,0
3452346,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-21 16:25:03,NA Spare Parts,AID672847499,Deutsches Museum,1027.7,1038.08,1150.47,sender,Unknown,pending,Piyovi Dev,2023-03-21 22:00:38,0
Unknown,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2023-03-21 16:14:35,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,77.6,78.38,105.36,sender,Unknown,pending,Piyovi Dev,2023-03-21 21:44:35,0
Unknown,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2023-03-21 15:51:02,NA Spare Parts,51603,ALLEN FARMS,68.61,69.3,95.47,sender,Unknown,pending,Piyovi Dev,2023-03-21 21:21:02,0
Unknown,FedEx,Fedex Ground,794620829403,shipped,2023-03-21 15:38:14,NA Spare Parts,28677,AKINS MARKFIVE MILE FARM,26.22,26.22,44.32,sender,Unknown,pending,Piyovi Dev,2023-03-21 21:08:14,0
3452346,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-20 15:29:10,NA Spare Parts,AID672847499,Deutsches Museum,476.9,481.72,544.59,sender,Unknown,pending,Piyovi Dev,2023-03-21 21:47:08,0
3452351-FGDG,FedEx,FedEx 2 Day,Unknown,draft,2023-03-22 04:37:20,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-22 10:18:46,0
3452350,USF Holland,Standard,USF100002254,canceled,2023-03-23 23:41:20,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-24 05:11:30,0
"3452350,3452351",UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-20 15:36:19,NA Spare Parts,AID449899541,Rogers Corp,20.56,20.77,42.62,sender,Unknown,pending,Piyovi Dev,2023-03-20 21:07:09,0
